mot	lemme
utilisées	utiliser
conception	conception
microprocesseurs	microprocesseur
a	a
moins	moins
long	long
terme	terme
telle	tel
miniaturisation	miniaturisation
pourrait	pouvoir
permettre	permettre
l'	le
émergence	émergence
diodes	diode
luminescentes	luminescent
efficaces	efficace
solaires	solaire
compactes	compacte
voire	voire
utilisées	utiliser
cryptographie	cryptographie
quantique	quantique
création	création
d'	de
une	un
chaire	chaire
l'	le
université	université
paris	paris
sud	sud
constructeur	constructeur
automobile	automobile
psa	psa
consacrée	consacrée
l'	le
optoélectronique	optoélectronique
photonique	photonique
nouvelle	nouveau
chaire	chaire
objectifs	objectif
non	non
seulement	seulement
développer	développer
connaissances	connaissance
domaines	domaine
transmettre	transmettre
auprès	auprès
ingénieurs	ingénieur
chercheurs	chercheur
psa	psa
peugeot	peugeot
citroën	citroën
étudiants	étudiant
l'	le
université	université
paris	paris
sud	sud
diffuser	diffuser
théories	théorie
expériences	expérience
industriel	industriel
l'	le
international	international
largement	largement
travers	travers
publications	publication
destination	destination
grand	grand
public	public
grâce	grâce
partenariat	partenariat
établi	établir
université	université
constructeur	constructeur
automobile	automobile
français	français
travers	travers
l'	le
institut	institut
d'	de
electronique	electronique
fondamentale	fondamental
université	université
paris	paris
sud	sud
cnrs	cnrs
l'	le
université	université
paris	paris
sud	sud
ingénieurs	ingénieur
psa	psa
étudiants	étudiant
master	master
doctorat	doctorat
vont	aller
pouvoir	pouvoir
bénéficier	bénéficier
conditions	condition
exceptionnelles	exceptionnel
formation	formation
rappelons	rappelons
chaire	chaire
psa	psa
peugeot	peugeot
citroën	citroën
optoélectronique	optoélectronique
photonique	photonique
mise	mise
place	place
travers	travers
l'	le
université	université
psa	psa
peugeot	peugeot
citroën	citroën
créée	créée
développer	développer
professionnalisation	professionnalisation
salariés	salarier
management	management
transmission	transmission
valeurs	valeur
groupe	groupe
de	de
côté	côté
fondation	fondation
paris	paris
sud	sud
université	université
signe	signe
ici	ici
action	action
d'	de
envergure	envergure
promouvoir	promouvoir
meilleur	meilleur
l'	le
enseignement	enseignement
supérieur	supérieur
profit	profit
l'	le
ensemble	ensemble
société	société
diffusion	diffusion
savoirs	savoir
l'	le
innovation	innovation
l'	le
ascension	ascension
sociale	social
colloque	colloque
opaline	opalin
jours	jour
autour	autour
préférences	préférence
alimentaires	alimentaire
chez	chez
l'	le
enfant	enfant
les	le
octobre	octobre
prochain	prochain
dijon	dijon
centre	centre
sciences	science
goût	goût
l'	le
alimentation	alimentation
csga	csga
tiendra	tiendra
colloque	colloque
consacré	consacrer
programme	programme
opaline	opaline
deux	deux
jours	jour
seront	être
l'	le
occasion	occasion
bien	bien
industriels	industriel
voire	voire
représentants	représentant
d'	de
associations	association
d'	de
avoir	avoir
échanges	échange
autour	autour
question	question
préférences	préférence
alimentaires	alimentaire
chez	chez
l'	le
enfant	enfant
dans	dans
cohorte	cohorte
enfants	enfant
suivi	suivre
préférences	préférence
alimentaires	alimentaire
conduit	conduire
naissance	naissance
jusqu'	jusque
à	à
ans	an
poursuivi	poursuivre
ans	an
sera	être
bientôt	bientôt
ans	an
cela	celer
permis	permettre
collecter	collecter
énorme	énorme
quantité	quantité
données	donnée
d'	de
aboutir	aboutir
résultats	résultat
marquants	marquant
explique	expliquer
-t	-t
-elle	lui
conclut	conclure
sophie	sophie
nicklaus	nicklaus
deux	deux
journées	journée
autour	autour
l'	le
inauguration	inauguration
ceti	ceti
journée	journée
s'	se
achèvera	achever
l'	le
inauguration	inauguration
officielle	officiel
bâtiment	bâtiment
visite	visite
équipements	équipement
high	high
tech	tech
ceti	ceti
vernissage	vernissage
nouvelle	nouveau
exposition	exposition
futurotextiles	futurotextiles
lille	lille
le	le
lendemain	lendemain
octobre	octobre
ceti	ceti
proposera	proposer
forums	forum
organisés	organiser
partenariat	partenariat
up	up
tex	tex
clubtex	clubtex
thématiques	thématique
nouvelles	nouveau
technologies	technologie
nouvelles	nouveau
fibres	fibre
nouveaux	nouveau
marchés	marché
management	management
l'	le
innovation	innovation
enfin	enfin
effets	effet
barrières	barrière
filtration	filtration
l'	le
isolation	isolation
une	un
seconde	second
journée	journée
grâce	grâce
laquelle	lequel
seront	être
explorées	explorer
solutions	solution
proposées	proposer
ceti	ceti
répondre	répondre
problématiques	problématique
actuelles	actuel
futures	future
enfin	enfin
dès	dès
octobre	octobre
jusqu'	jusque
au	au
décembre	décembre
différents	différent
événements	événement
visites	visite
seront	être
proposés	proposer
exemple	exemple
journées	journée
portes	porte
ouvertes	ouvert
visites	visite
guidées	guidée
ceti	ceti
combinées	combiner
découverte	découverte
l'	le
exposition	exposition
futurotextiles	futurotextiles
en	en
parallèle	parallèle
l'	le
espace	espace
rencontre	rencontre
qu'	que
est	être
cetilab	cetilab
sera	être
l'	le
occasion	occasion
d'	de
organiser	organiser
rendez-vous	rendez-vous
d'	de
affaires	affaire
favorise	favoriser
échanges	échange
économiques	économique
culturels	culturel
institutionnels	institutionnel
4ème	4ème
forum	forum
plastipolis	plastipoli
rendez-vous	rendez-vous
l'	le
innovation	innovation
plasturgie	plasturgie
mercredi	mercredi
décernés	décerner
plastiques	plastiques
&	et
caoutchoucs	caoutchoucs
magazine	magazine
mercredi	mercredi
septembre	septembre
les	le
instituts	institut
carnot	carnot
entreprises	entreprise
en	en
france	france
dotait	doter
d'	de
un	un
dispositif	dispositif
destiné	destiner
mettre	mettre
disposition	disposition
entreprises	entreprise
capacités	capacité
publique	public
structuré	structurer
professionnel	professionnel
réseau	réseau
instituts	instituts
carnot	carnot
au	au
nombre	nombre
membres	membre
dispositif	dispositif
tous	tout
engagés	engagé
développer	développer
partenariats	partenariat
transferts	transfert
technologies	technologier
vers	vers
entreprises	entreprise
comptent	compter
aujourd'hui	aujourd'hui
moitié	moitié
partenariats	partenariat
directs	direct
laboratoires	laboratoire
publics	public
français	français
entreprises	entreprise
privées	privé
tous	tout
secteurs	secteur
d'	de
activité	activité
c'	ce
est	être
illustrer	illustrer
l'	le
engagement	engagement
quotidien	quotidien
laboratoires	laboratoire
instituts	institut
auprès	auprès
partenaires	partenaire
industriels	industriel
qu'	que
un	un
ouvrage	ouvrage
montrant	montrer
réalisations	réalisation
récentes	récent
directement	directement
tirées	tirer
réseau	réseau
vient	venir
d'	de
être	être
publié	publier
celui	celui
ci	ci
rassemble	rassembler
histoires	histoire
partenariat	partenariat
instituts	instituts
carnot	carnot
entreprises	entreprise
mettant	mettre
l'	le
accent	accent
l'	le
apport	apport
menée	mener
laboratoires	laboratoire
l'	le
innovation	innovation
entreprises	entreprise
gain	gain
l'	le
entreprise	entreprise
termes	terme
positionnement	positionnement
concurrentiel	concurrentiel
gains	gain
parts	part
marchés	marché
exemples	exemple
retenus	retenir
choisis	choisir
manière	manière
couvrir	couvrir
plupart	plupart
secteurs	secteur
d'	de
activité	activité
notre	notre
économie	économie
vers	vers
démocratisation	démocratisation
intensif	intensif
supercalculateur	supercalculateur
curie	curie
le	le
juillet	juillet
dernier	dernier
geneviève	geneviève
fioraso	fioraso
ministre	ministre
l'	le
enseignement	enseignement
supérieur	supérieur
recherche	recherche
inaugurait	inaugurer
curie	curi
supercalculateur	supercalculateur
conçu	concevoir
l'	le
entreprise	entreprise
française	français
bull	bull
compte	compte
genci	genci
grand	grand
equipement	equipement
national	national
calcul	calcul
intensif	intensif
société	société
civile	civil
porte	porte
politique	politique
nationale	national
académique	académique
domaine	domaine
intensif	intensif
deuxième	deuxième
composante	composante
l'	le
infrastructure	infrastructure
européenne	européen
intensif	intensif
prace	prace
équipement	équipement
exceptionnel	exceptionnel
exploité	exploiter
équipes	équipe
opérationnelles	opérationnel
très	très
grand	grand
centre	centre
calcul	calcul
tgcc	tgcc
cea	cea
bruyères-le-châtel	bruyères-le-châtel
près	près
paris	paris
dispose	disposer
d'	de
une	un
puissance	puissance
lui	luire
permettant	permettre
lire	lire
milliards	milliard
livres	livre
seule	seul
seconde	seconde
en	en
outre	outre
capable	capable
stocker	stocker
jusqu'	jusque
à	à
fichiers	fichier
mp3	mp3
vitesse	vitesse
supérieure	supérieur
celle	celui
d'	de
une	un
connexion	connexion
adsl	adsl
haut	haut
débit	débit
mis	mettre
disposition	disposition
communauté	communauté
scientifique	scientifique
genci	genci
moyens	moyen
d'	de
ores	ore
permis	permettre
franchir	franchir
nouvelle	nouveau
étape	étape
possibilité	possibilité
simuler	simuler
mécanismes	mécanisme
chimiques	chimique
intimes	intime
maladie	maladie
d'	de
alzheimer	alzheimer
touche	touche
millions	million
personnes	personne
monde	monde
aujourd'hui	aujourd'hui
modélisation	modélisation
simulation	simulation
numérique	numérique
outils	outil
essentiels	essentiel
complément	complémer
théorie	théorie
l'	le
expérimentation	expérimentation
ainsi	ainsi
haute	haute
performance	performance
permet	permettre
météorologique	météorologique
l'	le
évaluation	évaluation
risques	risque
naturels	naturel
l'	le
optimisation	optimisation
prospection	prospection
pétrolière	pétrolier
qualification	qualification
nouveaux	nouveau
concepts	concept
matériaux	matériau
mesure	mesure
résistance	résistance
mise	mise
point	point
séquences	séquence
3d	3d
multimedia	multimedia
médicaments	médicament
ciblés	ciblé
réduction	réduction
temps	temps
conception	conception
validation	validation
certains	certain
composants	composant
secteurs	secteur
l'	le
automobile	automobile
l'	le
aéronautique	aéronautique
spatial	spatial
a	avoir
-t	-t
-elle	-elle
ajouté	ajouter
aussi	aussi
est	être
-il	il
capital	capital
soutenir	soutenir
type	type
d'	de
écosystème	écosystème
précisé	préciser
genevieve	genevieve
fioraso	fioraso
c'	ce
est	être
sens	sens
maison	maison
simulation	simulation
http://www.maisondelasimulation.fr	http://www.maisondelasimulation.fr
technopole	technopole
teratec	teratec
http://www.teractec.eu	http://www.teractec.eu
construite	construire
autour	autour
tgcc	tgcc
industriels	industriel
bull	bull
pme	pme
estimé	estimer
bernard	bernard
bigot	bigot
administrateur	administrateur
général	général
cea	cea
celui	celui
ci	ci
rappelé	rappeler
chaque	chaque
capacités	capacité
nouvelles	nouveau
curie	curie
offertes	offrir
expériences	expérience
ceux	celui
ci	ci
savent	savoir
utiliser	utiliser
bon	bon
escient	escient
un	un
dynamique	dynamique
d'	de
autant	autant
importante	important
qu'	que
elle	lui
s'	se
inscrit	inscrire
histoire	histoire
européenne	européen
science	science
technologie	technologie
laquelle	lequel
france	france
joué	jouer
joue	joue
rôle	rôle
premier	premier
plan	plan
concernant	concerner
scientifique	scientifique
haute	haute
performance	performanc
grandes	grand
actions	action
niveau	niveau
européens	européen
et	et
pc	pc
plateforme	plateform
technologique	technologique
européenne	européen
haute	haute
performance	performanc
laquelle	lequel
participe	participe
bull	bull
d'	de
autres	autre
entreprises	entreprise
européennes	européen
grands	grand
centres	centre
cea	cea
universités	université
prace	prace
regroupe	regrouper
pays	pays
présidence	présidence
assurée	assurer
catherine	catherine
rivière	rivière
présidente	président
genci	genci
résume	résumer
chercheur	chercheur
bilan	bilan
maîtrise	maîtris
risques	risque
cea	cea
exercice	exercice
unique	unique
genre	genre
directrice	directrice
edwige	edwige
bonnevie	bonnevie
définit	définir
démarche	démarch
qu'	que
elle	lui
apparente	apparent
principe	principe
précaution	précaution
mérite	mérite
d'	de
autant	autant
d'	de
être	être
montrée	montrer
exemple	exemple
qu'	que
elle	lui
n'	ne
a	avoir
véritablement	véritablement
d'	de
équivalent	équivaloir
quel	quel
établissement	établissement
peut	pouvoir
targuer	targuer
d'	de
identifier	identifier
d'	de
évaluer	évaluer
hiérarchiser	hiérarchiser
scrupuleusement	scrupuleusement
chaque	chaque
année	année
risques	risque
éventuels	éventuel
liés	lier
activités	activité
aucun	aucun
et	et
quand	quand
bien	bien
irions	irion
-nous	nous
jeter	jeter
oeil	oeil
côté	côté
industriels	industriel
voir	voir
s'	se
y	y
termes	terme
maîtrise	maîtris
risques	risque
serions	serion
bien	bien
mal	mal
trouver	trouver
exemples	exemple
comparables	comparable
a	avoir
-t	-t
-elle	lui
souligné	souligné
a	avoir
-t	-t
-elle	lui
souligné	souligné
a	à
cadarache	cadarache
jules	jules
horowitz	horowitz
rjh	rjh
construction	construction
l'	le
atelier	atelier
technologies	technologie
plutonium	plutonium
atpu	atpu
démantèlement	démantèlement
masurca	masurca
exploitation	exploitation
a	a
marcoule	marcoule
phénix	phénix
l'	le
arrêt	arrêt
a	a
saclay	saclay
osiris	osiris
exploitation	exploitation
météo	météo
mieux	mieux
prévoir	prévoir
événements	événement
extrêmes	extrême
pourtour	pourtour
méditerranéen	méditerranéen
la	le
campagne	campagne
mesures	mesure
intensives	intensif
programme	programme
international	international
hymex	hyme
vient	venir
commencer	commencer
jusqu'	jusque
au	au
novembre	novembre
prochain	prochain
avions	avion
bateaux	bateal
radars	radar
sondes	sonde
près	près
moyens	moyen
d'	de
observations	observation
vont	aller
déployés	déployé
airs	air
mer	mer
terre	terre
l'	le
objectif	objectif
collecter	collecter
maximum	maximum
données	donnée
toute	tout
méditerranée	méditerranée
nord-occidentale	nord-occidental
france	france
italie	italie
espagne	espagne
rappelons	rappelons
programme	programme
lancé	lancer
coordonné	coordonner
météo	météo
france	france
cnrs	cnrs
ailleurs	ailleurs
s'	se
inscrit	inscrire
programme	programme
interdisciplinaire	interdisciplinaire
mistrals	mistrals
vise	vise
améliorer	améliorer
compréhension	compréhension
cycle	cycle
l'	le
eau	eau
méditerranée	méditerranée
d'	de
améliorer	améliorer
risques	risque
hydrométéorologiques	hydrométéorologique
pluies	pluie
intenses	intense
crues	crue
rapides	rapide
vents	vent
violents	violent
sécheresses	sécheresse
provoquent	provoquer
façon	façon
récurrente	récurrent
d'	de
importants	important
dégâts	dégât
pourtour	pourtour
méditerranéen	méditerranéen
septembre	septembre
inondations	inondation
meurtrières	meurtrier
vaison-la-romaine	vaison-la-romaine
département	départemer
vaucluse	vaucluse
sud-est	sud-est
france	france
dix	dix
tard	tard
septembre	septembre
c'	ce
est	être
département	départemer
gard	gard
frappé	frappé
tour	tour
type	type
d'	de
événement	événement
extrême	extrême
qu'	que
en	en
juin	juin
c'	ce
est	être
tour	tour
département	département
var	var
subir	subir
sort	sort
mais	mais
midi	midi
france	france
fréquemment	fréquemment
affecté	affecter
crues	crue
l'	le
italie	italie
l'	le
espagne	espagne
pays	pays
d'	de
afrique	afrique
nord	nord
connaissent	connaître
phénomène	phénomène
une	un
situation	situation
d'	de
autant	autant
préoccupante	préoccupant
rapport	rapport
datant	dater
giec	giec
groupe	groupe
d'	de
expert	expert
intergouvernemental	intergouvernemental
l'	le
évolution	évolution
climat	climat
indique	indique
bassin	bassin
méditerranéen	méditerranéen
pourrait	pouvoir
connaître	connaître
recrudescence	recrudescence
épisodes	épisode
sécheresses	sécheresse
venir	venir
la	le
fréquence	fréquence
phénomène	phénomène
hydrométéorologiques	hydrométéorologique
pourraient	pouvoir
augmenter	augmenter
or	or
région	région
fortement	fortement
urbanisée	urbaniser
population	population
concentrée	concentrer
rivages	rivage
mer	mer
méditerranée	méditerranée
souffrant	souffrir
d'	de
un	un
manque	manque
d'	de
eau	eau
chronique	chronique
qu'	que
elle	lui
régions	région
visitées	visiter
monde	monde
millions	million
touristes	touriste
viennent	venir
chaque	chaque
année	année
nombre	nombre
cesse	cesse
d'	de
augmenter	augmenter
changements	changement
pourraient	pouvoir
avoir	avoir
conséquences	conséquence
environnementales	environnemental
sociétales	sociétal
économiques	économique
politiques	politique
considérables	considérable
résume	résumer
philippe	philippe
drobinski	drobinski
directeur	directeur
cnrs	cnrs
laboratoire	laboratoire
météorologie	météorologie
dynamique	dynamique
l'	le
institut	institut
pierre	pierre
simon	simon
laplace	laplace
cnrs	cnrs
ecole	ecole
polytechnique	polytechnique
ens	en
/	sur
upmc	upmc
coordonne	coordonne
niveau	niveau
international	international
hymex	hyme
véronique	véronique
ducrocq	ducrocq
pour	pour
parvenir	parvenir
stratégie	stratégie
d'	de
hymex	hyme
d'	de
observer	observer
modéliser	modéliser
système	système
atmosphère	atmosphèr
terre	terre
surfaces	surface
continentales	continental
variabilité	variabilité
échelles	échelle
temps	temps
allant	aller
quelques	quelque
heures	heure
années	année
des	un
observations	observation
déclinées	décliner
phases	phase
longue	long
période	période
d'	de
observation	observation
bassin	bassin
méditerranéen	méditerranéen
débuté	débuter
poursuivra	poursuivre
jusqu'	jusque
en	en
période	période
d'	de
observations	observation
renforcées	renforcer
régions	région
bassin	bassin
nord-occidental	nord-occidental
bassin	bassin
sud-occidental	sud-occidental
mer	mer
adriatique	adriatique
où	où
collecte	collecte
données	donnée
commencé	commencer
septembre	septembre
poursuivra	poursuivre
jusqu'	jusque
en	en
août	août
renfort	renfort
moyens	moyen
déployés	déployer
septembre	septembre
novembre	novembre
enfin	enfin
périodes	période
d'	de
observations	observation
spéciales	spécial
bassin	bassin
nord-occidental	nord-occidental
semaines	semaine
chacune	chacun
périodes	période
vient	venir
commencer	commencer
septembre	septembre
terminera	terminer
novembre	novembre
prochain	prochain
s'	se
intéressant	intéresser
pluies	pluie
intenses	intense
crues	crue
rapides	rapide
prévue	prévue
1er	premier
février	février
mars	mars
seconde	second
périodes	période
sera	être
quant	quant
elle	lui
axée	axer
formation	formation
d'	de
eaux	eau
denses	dense
golfe	golfe
lion	lion
sous	sou
l'	le
effet	effet
ventes	vente
régionaux	régional
mistral	mistral
tramontane	tramontane
indique	indique
véronique	véronique
ducrocq	ducrocq
ingénieur	ingénieur
chef	chef
ponts	ponts
eaux	eau
forêts	forêt
cnrm	cnrm
game	game
météo	météo
france	france
cnrs	cnrs
une	un
quinzaine	quinzaine
bouées	bouée
flotteurs	flotteur
sera	être
lâchée	lâcher
occasion	occasion
certains	certain
moyens	moyen
bateau	bateau
dropsondes	dropsonde
avions	avion
ballons	ballon
dérivants	dérivant
radiosondages	radiosondages
seront	être
utilisés	utiliser
lors	lors
d'	de
alerte	alerte
fonction	fonction
d'	de
événements	événement
précipitants	précipitant
ce	ce
sera	être
cas	cas
avions	avion
participent	participer
campagne	campagne
falcon	falcon
larguera	larguer
sondes	sonde
permettre	permettre
réaliser	réaliser
observations	observation
température	température
d'	de
humidité	humidité
vent	vent
toute	tout
colonne	colonn
atmosphérique	atmosphérique
l'	le
atr-42	atr-42
l'	le
unité	unité
safire	safire
cnrs	cnrs
cnes	cnes
météo	météo
france	france
dornier	dornier
karlsruher	karlsruher
institut	institut
für	für
technologie	technologie
kit	kit
les	le
vont	aller
profiter	profiter
campagne	campagne
évaluer	évaluer
pertinence	pertinence
d'	de
utiliser	utiliser
modèles	modèle
nouvelles	nouveau
données	donnée
issues	issu
d'	de
instruments	instrument
lidars	lidar
réseaux	réseau
opérationnels	opérationnel
radar	radar
données	donnée
permettent	permettre
distinguer	distinguer
grêle	grêle
pluie	pluie
neige	neige
précise	préciser
véronique	véronique
ducrocq	ducrocq
rappelons	rappelons
établir	établir
prévisions	prévision
météo	météo
france	france
utilise	utilis
techniques	technique
déterministe	déterministe
d'	de
ensemble	ensemble
la	le
consiste	consiste
établir	établir
partir	partir
d'	de
observations	observation
simulation	simulation
numérique	numérique
conditions	condition
météorologiques	météorologiquer
venir	venir
a	a
jour	jour
météo	météo
france	france
dispose	disposer
modèles	modèle
arpège	arpège
aladin	aladin
arome	arome
réaliser	réaliser
prévisions	prévision
déterministes	déterministe
seul	seul
inconvénient	inconvénient
observations	observation
modèle	modèle
parfaits	parfait
de	de
côté	côté
seconde	second
techniques	technique
permet	permettre
tenir	tenir
compte	compte
imperfections	imperfection
le	le
temps	temps
prévu	prévoir
n'	ne
est	être
décrit	décrire
seule	seul
unique	unique
simulation	simulation
plusieurs	plusieur
les	le
prévisionnistes	prévisionniste
disposent	disposer
ainsi	ainsi
non	non
d'	de
un	un
seul	seul
obtenu	obtenir
déterministe	déterministe
d'	de
une	un
palette	palette
scénarios	scénario
possibles	possible
aujourd'hui	aujourd'hui
prévisionnistes	prévisionniste
météo	météo
france	france
n'	ne
utilisent	utiliser
qu'	que
arpège	arpège
réaliser	réaliser
prévisions	prévision
d'	de
ensemble	ensemble
mais	mais
l'	le
horizon2015	horizon2015
ceux	celui
ci	ci
devraient	devoir
disposer	disposer
prévisions	prévision
d'	de
ensemble	ensemble
modèle	modèle
arome	arome
maille	maill
beaucoup	beaucoup
fine	fine
et	et
campagne	campagne
permettre	permettre
tester	tester
d'	de
évaluer	évaluer
l'	le
apport	apport
version	version
d'	de
arome	arome
événements	événement
pluie	pluie
intense	intense
terme	terme
localisation	localisation
d'	de
évaluation	évaluation
l'	le
intensité	intensité
phénomènes	phénomène
de	de
jeunes	jeune
esturgeons	esturgeon
européens	européen
relâchés	relâché
dordogne	dordogne
bien	bien
failli	faillir
s'	se
éteindre	éteindre
définitivement	définitivement
en	en
cause	cause
industriel	industriel
conduit	conduire
progressivement	progressivemer
l'	le
aménagement	aménagement
fleuves	fleuve
estuaires	estuaire
l'	le
intensification	intensification
pêche	pêche
fabrication	fabrication
caviar	caviar
a	avoir
cela	celer
ajoutés	ajouter
facteurs	facteur
aggravants	aggravant
dégradation	dégradation
qualité	qualité
eaux	eau
destruction	destruction
frayères	frayère
l'	le
extraction	extraction
granulats	granulat
création	création
d'	de
obstacles	obstacle
déplacement	déplacement
grand	grand
migrateur	migrateur
qui	qui
s'	se
il	il
reproduit	reproduit
fleuve	fleuve
poursuit	poursuivre
croissance	croissance
estuaire	estuaire
puis	pouvoir
mer	mer
résultat	résultat
subsistait	subsistait
qu'	que
une	un
seule	seul
population	population
mondiale	mondial
d'	de
esturgeons	esturgeon
européens	européen
issue	issue
bassin	bassin
gironde	gironde
garonne	garonne
dordogne	dordogne
et	et
protections	protection
réglementaires	réglementaire
espèce	espèce
l'	le
objet	objet
france	france
dès	dès
l'	le
échelle	échelle
européenne	européen
modifié	modifier
situation	situation
était	être
telle	tel
l'	le
on	on
bien	bien
cru	croire
esturgeon	esturgeon
européen	européen
allait	aller
définitivement	définitivement
s'	se
éteindre	éteindre
début	début
aussi	aussi
lâcher	lâcher
d'	de
esturgeons	esturgeon
vient	venir
d'	de
avoir	avoir
lieu	lieu
septembre	septembre
castillon-la-bataille	castillon-la-bataille
gironde	gironde
bords	bord
dordogne	dordogne
représente	représenter
-t	-t
-il	il
décisif	décisif
sauvegarde	sauvegarde
espèce	espèce
repeuplement	repeuplement
fleuves	fleuve
d'	de
europe	europe
l'	le
ouest	ouest
rappelons	rappelons
c'	ce
est	être
reproduction	reproduction
assistée	assister
esturgeons	esturgeon
nés	naître
mai	mai
partir	partir
spécimens	spécimen
élevés	élevé
captivité	captivité
station	station
irstea	irstea
saint	saint
seurin-sur-l'isle	seurin-sur-l'isle
gironde	gironde
a	avoir
occasion	occasion
larves	larve
obtenues	obtenue
avant	avant
d'	de
être	être
relâchées	relâcher
progressivement	progressivemer
juin	juin
septembre	septembre
suivis	suivre
scientifiques	scientifique
un	un
succès	succès
puisque	puisque
taux	taux
supérieur	supérieur
d'	de
un	un
facteur	facteur
celui	celui
reproduction	reproduction
artificielle	artificiel
réalisée	réaliser
partir	partir
spécimens	spécimen
élevés	élevé
captivité	captivité
permettant	permettre
s'	se
affranchir	affranchir
prélèvements	prélèvement
milieu	milieu
suppléer	suppléer
l'	le
absence	absence
toute	tout
reproduction	reproduction
naturelle	naturel
constatée	constater
gironde	gironde
bassin	bassin
européen	européen
où	où
seule	seul
subsiste	subsist
population	population
réduite	réduire
technique	technique
équipes	équipe
d'	de
irstea	irstea
n'	ne
ont	avoir
cessé	cesser
progresser	progresser
dernières	dernier
années	année
permet	permettre
aujourd'hui	aujourd'hui
d'	de
envisager	envisager
repeuplement	repeuplement
bassin	bassin
gironde	gironde
puis	pouvoir
d'	de
autres	autre
bassins	bassin
européens	européen
historiques	historique
espèce	espèc
tumeurs	tumeur
digestives	digestif
nouvelle	nouveau
technique	technique
résection	résection
jet	jet
haute	haute
pression	pression
pulsé	pulsé
pour	pour
traiter	traiter
formes	forme
précoces	précoce
cancer	cancer
l'	le
oesophage	oesophage
l'	le
estomac	estomac
colo	colo
rectum	rectum
c'	ce
est	être
dissection	dissection
sous	sou
muqueuse	muqueuse
endoscopique	endoscopique
dsm	dsm
utilisée	utiliser
aujourd'hui	aujourd'hui
celle	celui
ci	ci
consiste	consister
enlever	enlever
seule	seul
pièce	pièce
tumeur	tumeur
incluant	inclure
latéralement	latéralement
marge	marge
tissus	tissu
sain	sain
un	un
acte	acte
chirurgical	chirurgical
long	long
expose	expose
cependant	cependant
patient	patient
risques	risque
perforation	perforation
lésion	lésion
couche	couche
profonde	profond
musculaire	musculaire
pouvant	pouvoir
atteindre	atteindre
%	pourcent
d'	de
où	où
conséquences	conséquence
post-opératoires	post-opératoire
imposant	imposer
souvent	souvent
chirurgie	chirurgie
urgence	urgence
développée	développée
société	société
netsis	netsi
technologie	technologie
innovante	innovant
jet	jet
d'	de
eau	eau
pulsé	pulsé
haute	haute
pression	pression
elle	lui
permet	permettre
bien	bien
séparer	séparer
muqueuse	muqueuse
couche	couch
musculaire	musculaire
elle	lui
facilite	faciliter
dissection	dissection
bistouri	bistouri
électrique	électrique
isolant	isoler
attaches	attache
fibreuses	fibreux
sectionner	sectionner
évitant	éviter
lésions	lésion
couche	couch
musculaire	musculaire
sélectionné	sélectionner
cancéropôle	cancéropôle
clara	clarer
appel	appel
projets	projet
preuve	preuve
concept	concept
enki	enki
heh	heh
porte	porte
l'	le
évaluation	évaluation
nouvelle	nouveau
technique	technique
endoscopique	endoscopique
résection	résection
coordonnés	coordonnés
professeur	professeur
thierry	thierry
ponchon	ponchon
essais	essai
pré-cliniques	pré-clinique
conduits	conduit
chez	chez
cochon	cochon
d'	de
ores	ore
permis	permettre
valider	valider
technique	technique
confirmer	confirmer
bénéfices	bénéfice
dissection	dissection
jet	jet
d'	de
eau	eau
pulsé	pulsé
en	en
juin	juin
démarré	démarrer
essai	essai
clinique	clinique
poursuivra	poursuivre
jusqu'	jusque
en	en
octobre	octobre
prochain	prochain
des	un
essais	essai
multicentriques	multicentrique
grande	grand
envergure	envergure
marseille	marseille
paris	paris
d'	de
ores	ore
envisagés	envisager
l'	le
issue	issue
résultats	résultat
premières	premier
évaluations	évaluation
cliniques	clinique
a	à
terme	terme
nouvelle	nouveau
technologie	technologie
résection	résection
tumeurs	tumeur
superficielles	superficiel
tube	tube
digestif	digestif
pourraient	pouvoir
utilisée	utiliser
diffusée	diffuser
europe	europe
centres	centre
références	référence
des	un
molécules	molécule
pesées	pesée
identifiées	identifiée
une	un
mesurer	mesurer
masse	masse
d'	de
une	un
molécule	molécule
unique	unique
c'	ce
est	être
défi	défi
vient	venir
relever	relever
succès	succès
équipe	équipe
commune	commun
california	california
institute	institut
of	of
technology	technology
réputé	réputé
caltech	caltech
cea	cea
leti	leti
l'	le
instrument	instrument
mis	mettre
point	point
repose	repose
l'	le
utilisation	utilisation
nano	nano
composants	composant
nems	nems
nanoelectromechanical	nanoelectromechanical
systems	systems
capables	capable
détecter	détecter
présence	présence
particules	particule
imaginez	imaginer
composant	composer
taille	taille
quelques	quelque
millionièmes	millionième
mètres	mètre
constitué	constituer
d'	de
une	un
poutre	poutr
résonnante	résonnant
réalisée	réaliser
silicium	silicium
quand	quand
particule	particule
molécule	molécul
s'	se
y	y
pose	pose
fréquence	fréquence
vibration	vibration
change	change
fonction	fonction
masse	masse
particule	particule
molécule	molécul
mais	mais
déterminer	déterminer
masse	masse
précision	précision
faut	falloir
connaître	connaître
emplacement	emplacement
poutre	poutre
varier	varier
fréquence	fréquence
d'	de
oscillation	oscillation
les	le
montré	montrer
l'	le
analyse	analyse
changements	changement
fréquence	fréquence
d'	de
oscillation	oscillation
suffisait	suffire
localiser	localiser
particule	particule
déterminer	déterminer
masse	masse
août	août
dernier	dernier
partenariat	partenariat
airbus	airbus
chine	chine
autour	autour
carburants	carburant
alternatifs	alternatif
approfondir	approfondir
durabilité	durabilité
matières	matière
