mot	lemme
haut	haut
débit	débit
mesure	mesure
précise	préciser
continue	continuer
l'	le
environnement	environnement
phénotype	phénotyp
La	le
PPHD	pphd
sera	être
inaugurée	inaugurer
juillet	juillet
prochain	prochain
Dijon	Dijon
l'	le
aboutissement	aboutissement
d'	de
un	un
commencé	commencer
dès	dès
financé	financer
l'	le
INRA	INRA
Conseil	conseil
Régional	régional
Bourgogne	Bourgogne
fonds	fonds
européens	européen
FEDER	FEDER
plan	plan
relance	relance
partie	partie
investissements	investissement
d'	de
avenir	avenir
via	via
PHENOME	phenome
fédère	fédérer
toutes	tout
compétences	compétence
françaises	français
matière	matière
plantes	plante
Déjà	déjà
impliquée	impliquer
projets	projet
Européens	européen
ABSTRESS	ABSTRESS
ARIMNET	arimnet
European	European
Plant	Plant
Phenotyping	Phenotyping
Network	Network
EPPN	eppn
plateforme	plateform
dijonnaise	dijonnais
dotée	doter
d'	de
un	un
certain	certain
nombre	nombre
dispositifs	dispositif
innovants	innovant
parmi	parmi
lesquels	lequel
systèmes	système
phénotypage	phénotypage
basés	baser
l'	le
analyse	analyse
d'	de
images	image
différentes	différents
longueurs	longueur
d'	de
ondes	onde
représentent	représenter
outils	outil
phares	phare
Ils	il
permettent	permettre
caractériser	caractériser
différentes	différents
unités	unité
biologiques	biologique
l'	le
aide	aide
moyens	moyen
non-destructifs	non-destructif
automatisés	automatiser
Ce	ce
pourra	pouvoir
mené	mené
soit	être
grand	grand
nombre	nombre
lesquelles	lequel
effectuerons	effectueron
nombre	nombre
limité	limité
mesures	mesure
soit	soit
nombre	nombre
réduit	réduire
plantes	plante
caractérisées	caractérisée
fréquemment	fréquemment
quotidien	quotidien
résume	résumer
Christophe	Christophe
Salon	Salon
Ainsi	ainsi
premier	premier
système	système
phénotypage	phénotypage
adapté	adapter
unités	unité
petite	petit
taille	taille
graines	graine
boîte	boîte
pétri	pétri
plantules	plantule
colonies	colonie
microorganismes	microorganisme
équipé	équiper
d'	de
une	un
caméra	caméra
mobile	mobile
capable	capable
balayer	balayer
zone	zone
mesure	mesure
Destiné	destiner
davantage	davantage
grosses	grosse
unités	unité
telles	tel
pots	pot
rhizotrons	rhizotron
second	second
systèmes	système
doté	doté
caméras	caméra
fixes	fixe
devant	devant
lesquelles	lequel
seront	être
amenées	amener
zones	zone
cultures	culture
via	via
convoyeurs	convoyeur
Les	le
caméras	caméra
fonctionnent	fonctionner
évidemment	évidemment
visible	visible
proche	proche
infrarouge	infrarouge
certaines	certains
d'	de
entre	entrer
elles	lui
utilisant	utiliser
fluorescence	fluorescence
permet	permettre
suivre	suivre
via	via
protéine	protéine
rapporteur	rapporteur
niveau	niveau
fréquence	fréquence
site	site
d'	de
expression	expression
in	in
situ	situ
d'	de
un	un
gène	gène
d'	de
intérêt	intérêt
Autre	autre
dispositif	dispositif
particulièrement	particulièrement
original	original
plateforme	plateform
fameux	fameu
elle	lui
pouvoir	pouvoir
dotée	doter
grâce	grâce
investissements	investissement
versés	verser
PHENOME	phenom
Constitué	constituer
lames	lame
verres	verre
lesquelles	lequel
placés	placer
terre	terre
système	système
racinaire	racinaire
plante	plante
cultivée	cultivé
type	type
dispositif	dispositif
permet	permet
visualiser	visualiser
l'	le
interaction	interaction
plante	plante
microorganismes	microorganisme
telluriques	tellurique
résultant	résulter
exemple	exemple
formation	formation
nodosités	nodositer
chez	chez
légumineuses	légumineuse
Ce	ce
travail	travail
d'	de
autant	autant
important	important
système	système
racinaire	racinaire
auquel	auquel
s'	se
intéressent	intéresser
pourtant	pourtant
longtemps	longtemps
délaissé	délaissé
part	part
difficulté	difficulter
d'	de
accès	accès
rappelle	rappell
Christophe	Christophe
Salon	Salon
Plus	plus
d'	de
un	un
millier	millier
vont	aller
progressivement	progressivement
mis	mettre
place	place
PPHD	PPHD
qui	qui
quelques	quelque
mois	mois
pourra	pouvoir
targuer	targuer
d'	de
être	être
seule	seul
disposer	disposer
d'	de
un	un
système	système
d'	de
une	un
telle	tel
ampleur	ampleur
Des	un
particulièrement	particulièrement
innovants	innovant
conçus	concevoir
d'	de
un	un
partenariat	partenariat
l'	le
INRA	inra
Inoviaflow	inoviaflow
PME	pme
bourguignonne	bourguignon
Ces	ce
permettront	permettre
cultiver	cultiver
conditions	condition
stériles	stérile
première	premier
Nous	nous
pourrons	pouvoir
sélectionner	sélectionner
type	type
plante	plante
microbe	microb
collection	collection
microorganismes	microorganisme
combiner	combiner
type	type
rhizotron	rhizotron
observer	observer
comment	comment
ils	il
comportent	comporter
s'	se
enthousiasme	enthousiasmer
Directeur	directeur
scientifique	scientifique
PPHD	PPHD
Autant	autant
d'	de
innovations	innovation
permettront	permettre
terme	terme
déboucher	déboucher
création	création
sélection	sélection
nouvelles	nouveau
variétés	variété
plantes	plante
A	à
l'	le
aide	aide
d'	de
une	un
telle	tel
plateforme	plateform
vont	aller
pouvoir	pouvoir
combiner	combiner
rapidement	rapidement
vitesses	vitesse
génotypage	génotypage
progresser	progresser
vite	vite
compréhension	compréhension
génome	génome
plantes	plante
Notre	notre
objectif	objectif
trouver	trouver
génotypes	génotype
correspondent	correspondent
mieux	mieux
nos	notre
besoins	besoin
aptes	apte
s'	se
adapter	adapter
conditions	condition
environnementales	environnemental
lesquelles	lequel
souhaitons	souhaiton
développer	développer
indique	indique
Christophe	Christophe
Salon	Salon
cache	cache
industriels	industriel
pratiquent	pratiquer
sélection	sélection
variétale	variétal
semenciers	semencier
intéressés	intéresser
seront	être
développés	développer
plateforme	plateform
Un	un
outil	outil
exceptionnel	exceptionnel
n'	ne
a	avoir
d'	de
équivalent	équivalent
vont	aller
pouvoir	pouvoir
bénéficier	bénéficier
certains	certain
projets	projet
labellisés	labelliser
pôle	pôle
Vitagora	Vitagora
impliqué	impliquer
pleinement	pleinement
PPHD	PPHD
via	via
PHENOME	phenom
La	le
service	service
formation	formation
outil	outil
prometteur	prometteur
Au	au
Département	Département
Intelligence	intelligence
Ambiante	ambiant
Systèmes	système
Interactifs	interactif
DIASI	diasi
CEA	CEA
/	sur
LIST	LIST
Laboratoire	laboratoire
Simulation	simulation
Interactive	Interactive
LSI	LSI
développent	développer
autour	autour
simulation	simulation
Autrement	autrement
dit	dire
ils	il
reproduisent	reproduire
phénomènes	phénomène
physiques	physique
manière	manière
interactive	interactif
l'	le
objectif	objectif
permettre	permettre
opérateur	opérateur
humain	humain
non	non
seulement	seulement
visualiser	visualiser
phénomènes	phénomène
pouvoir	pouvoir
interagir	interagir
eux	lui
Aussi	aussi
simulation	simulation
interactive	interactif
présente	présente
-t	-t
-elle	lui
grand	grand
intérêt	intérêt
domaine	domaine
virtuelle	virtuelle
C'	ce
est	être
Descartes	descarte
piloté	piloter
Thales	Thales
labellisé	labelliser
pôle	pôle
compétitivité	compétitivité
Systematic	Systematic
Paris	Paris
Région	Région
financé	financer
partie	partie
Fonds	fonds
Unique	unique
Interministériel	interministériel
FUI	fui
d'	de
une	un
durée	durée
mois	mois
vient	venir
s'	se
achever	achever
LSI	lsi
développé	développé
collaboration	collaboration
CEA	cea
Fontenay-aux-Roses	fontenay-aux-rose
outil	outil
permet	permettre
celui	celui
l'	le
utilise	utilise
d'	de
être	être
immersion	immersion
RER	rer
accidentée	accidenter
s'	se
y	y
déplacer	déplacer
lueur	lueur
lampe	lamper
frontale	frontal
fixée	fixée
casque	casqu
d'	de
effectuer	effectuer
reconnaissance	reconnaissance
Outil	outil
idéal	idéal
formation	formation
pompiers	pompier
système	système
similaire	similaire
pourrait	pouvoir
terme	terme
séduire	séduir
d'	de
autres	autre
secteurs	secteur
l'	le
Education	education
nationale	national
Imaginez	imaginer
l'	le
on	on
simule	simuler
écoulement	écoulemer
fluide	fluide
On	on
souhaitera	souhaiter
pouvoir	pouvoir
plonger	plonger
main	main
d'	de
observer	observer
comment	comment
celle-ci	celui-ci
perturbe	perturb
écoulement	écoulement
déclare	déclarer
Philippe	Philippe
Gravez	Gravez
chercheur	chercheur
Laboratoire	laboratoire
Simulation	simulation
Interactive	Interactive
CEA	CEA
/	sur
LIST	LIST
Eh	eh
bien	bien
l'	le
exercice	exercice
auquel	auquel
livrés	livrer
CEA	cea
Descartes	Descartes
c'	ce
est	être
peu	peu
chose	chose
seule	seul
différence	différence
là	là
c'	ce
est	être
humain	humain
l'	le
occurrence	occurrence
pompier	pompier
immergé	immergé
environnement	environnement
virtuel	virtuel
savoir	savoir
l'	le
intérieur	intérieur
d'	de
une	un
RER	rer
vient	venir
d'	de
être	être
l'	le
objet	objet
d'	de
un	un
attentat	attentat
Un	un
observateur	observateur
extérieur	extérieur
verra	voir
pompier	pompier
pièce	pièce
équipé	équiper
grâce	grâce
auxquels	auxquels
système	système
informatique	informatique
capable	capable
suivre	suivre
tous	tout
mouvements	mouvement
Ce	ce
vrai	vrai
mouvements	mouvement
qu'	que
il	il
effectue	effectuer
servent	servir
animer	animer
virtuel	virtuel
l'	le
avatar	avatar
premier	premier
qui	qui
lui	luire
déplace	déplac
environnement	environnement
prenant	prendre
compte	compte
toutes	tout
contraintes	contraindre
dernier	dernier
explique	expliquer
chercheur	chercheur
CEA	cea
Autrement	autrement
dit	dire
question	question
tenir	tenir
compte	compte
obstacles	obstacle
paroi	paroi
RER	RER
sièges	siège
s'	se
y	y
trouvent	trouver
Ainsi	ainsi
chaque	chaque
qu'	que
il	il
produit	produit
contact	contact
élément	élément
environnement	environnement
doit	devoir
aussitôt	aussitôt
géré	gérer
n'	ne
est	être
sans	sans
difficulté	difficulter
quand	quand
sait	savoir
qu'	que
un	un
modèle	modèle
RER	rer
représente	représenter
centaines	centaine
milliers	millier
polygones	polygone
Il	il
faut	falloir
disposer	disposer
d'	de
algorithmes	algorithme
suffisamment	suffisamment
rapides	rapide
d'	de
une	un
puissance	puissance
importante	important
détecter	détecter
tous	tout
contacts	contact
polygones	polygone
représentent	représenter
l'	le
humain	humain
ceux	celui
représentent	représenter
laquelle	lequel
déplace	déplac
précise	préciser
-t	-t
-il	il
Notre	notre
réel	réel
équipé	équiper
d'	de
un	un
casque	casque
vision	vision
doté	doter
petits	petit
écrans	écran
lui	luire
permettent	permettre
voir	voir
verrait	voir
avatar	avatar
s'	se
il	il
était	être
projeté	projeter
environnement	environnement
virtuel	virtuel
mouvements	mouvement
casque	casqu
traqués	traqué
rapport	rapport
scène	scène
virtuelle	virtuel
Le	le
casque	casque
parfaitement	parfaitement
adapté	adapter
situation	situation
En	en
effet	effet
n'	ne
est	être
trop	trop
lourd	lourd
Par	par
ailleurs	ailleurs
habitués	habitué
porter	porter
un	un
Quant	quant
champ	champ
vision	vision
limité	limité
qu'	que
il	il
offre	offrir
n'	ne
est	être
problème	problème
puisque	puisque
voit	voir
l'	le
environnement	environnement
faisceau	faisceau
lampe	lamp
frontale	frontal
indique	indique
Philippe	Philippe
Gravez	Gravez
Ainsi	ainsi
équipé	équipé
celui-ci	celui-ci
perçoit	percevoir
l'	le
environnement	environnement
voit	voir
contacts	contact
mains	main
Grâce	grâce
vision	vision
3D	3d
conséquent	conséquent
capable	capable
d'	de
estimer	estimer
distances	distance
prévoir	prévoir
contacts	contact
Qui	qui
est	être
ressent	ressent
derniers	dernier
vibreurs	vibreur
ayant	avoir
installés	installé
mains	main
Et	et
celui-ci	celui-ci
vienne	venir
tenir	tenir
compte	compte
avertissement	avertissement
sensoriel	sensoriel
toute	tout
façon	façon
avatar	avatar
passera	passer
jamais	jamais
travers	travers
obstacles	obstacle
suivra	suivre
progression	progression
pompier	pompier
Fruit	fruit
d'	de
un	un
véritable	véritable
partenariat	partenariat
LSI	LSI
CEA	cea
dans	dans
domaines	domaine
appliqués	appliquer
n'	ne
y	y
bons	bon
résultats	résultat
sans	sans
partenariat	partenariat
fort	fort
tient	tenir
souligner	souligner
Philippe	Philippe
Gravez	Gravez
désormais	désormais
achevé	achever
devrait	devoir
connaître	connaître
suite	suite
Aujourd'hui	aujourd'hui
s'	se
orientent	orienter
directions	direction
La	le
objectif	objectif
trouver	trouver
entreprise	entreprise
prête	prêt
investir	investir
produit	produit
D'	de
ores	ore
discussions	discussion
certains	certain
partenaires	partenaire
La	le
seconde	second
part	part
constat	constat
rendu	rendre
contacts	contact
l'	le
aide	aide
vibrations	vibration
n'	ne
est	être
pleinement	pleinement
satisfaisant	satisfaisant
D'	de
où	où
l'	le
idée	idée
appel	appel
autre	autre
technologie	technologie
augmentée	augmenter
qui	qui
concept	concept
lequel	lequel
elle	lui
repose	repose
connu	connaître
longtemps	longtemps
enregistré	enregistrer
quelques	quelque
avancées	avancée
notoires	notoire
dernières	dernier
années	année
L'	le
idée	idée
augmentée	augmenter
c'	ce
est	être
pouvoir	pouvoir
ajouter	ajouter
objets	objet
virtuels	virtuel
environnement	environnement
réel	réel
précise	préciser
chercheur	chercheur
LSI	LSI
L'	le
objectif	objectif
serait	être
d'	de
utiliser	utiliser
vraie	vraie
RER	RER
voire	voire
maquette	maquette
réelle	réel
d'	de
y	y
recréer	recréer
certaines	certain
conditions	condition
exemple	exemple
fumée	fumée
virtuelle	virtuel
feu	feu
virtuel	virtuel
bruits	bruit
virtuels	virtuel
autrement	autrement
dit	dire
combiner	combiner
situation	situation
totalement	totalement
bien	bien
réelle	réel
Le	le
aura	avoir
vrais	vrai
contacts	contact
rame	rame
En	en
revanche	revanche
siège	siège
brûle	brûl
l'	le
intérieur	intérieur
sera	être
virtuel	virtuel
Or	or
cas	cas
semblerait	sembler
potentiel	potentiel
soit	être
beaucoup	beaucoup
important	important
observe	observer
chercheur	chercheur
CEA	cea
indique	indique
type	type
d'	de
applications	application
l'	le
objet	objet
fois	fois
ci	ci
pompiers	pompier
Car	car
type	type
d'	de
applications	application
pourrait	pouvoir
permettre	permettre
d'	de
appréhender	appréhender
situations	situation
exceptionnelles	exceptionnel
auxquelles	auxquelles
difficile	difficile
d'	de
être	être
confronté	confronter
hormis	hormi
d'	de
interventions	intervention
terrain	terrain
elle	lui
intéresse	intéresser
vastes	vaste
secteurs	secteur
l'	le
Education	education
nationale	national
Des	un
appels	appel
d'	de
offres	offre
Investissements	investissement
d'	de
Avenir	Avenir
ceux	celui
ci	ci
visant	viser
développer	développer
outils	outil
numériques	numérique
classes	classer
Les	le
pourraient	pouvoir
laisser	laisser
libre	libre
imagination	imagination
puisqu'	puisque
ils	il
trouveraient	trouver
plonger	plonger
univers	univer
virtuel	virtuel
estime	estime
Philippe	Philippe
Gravez	Gravez
Ce	ce
serait	être
eux	lui
possibilité	possibilité
travailler	travailler
échelles	échelle
toutes	tout
accessibles	accessible
celle	celui
l'	le
Univers	univers
celle	celui
l'	le
atome	atome
quantique	quantique
manipuler	manipuler
bâtiments	bâtiment
complets	complet
formations	formation
secteur	secteur
Nous	nous
avons	avoir
d'	de
ores	ore
rencontré	rencontrer
équipes	équipe
d'	de
enseignants	enseignant
enthousiastes	enthousiaste
développer	développer
genre	genre
d'	de
outils	outil
futur	futur
Les	le
LSI	lsi
allés	aller
jusqu'	jusque
à	à
proposer	proposer
projet	projet
collaboration	collaboration
fameux	fameux
Compagnons	compagnon
Devoir	devoir
visant	viser
développer	développer
formation	formation
tailleurs	tailleur
pierre	pierre
avec	avec
possibilité	possibilité
pouvoir	pouvoir
tester	tester
geste	geste
fonction	fonction
propriétés	propriété
matériau	matériau
choisi	choisir
Cette	ce
démarche	démarche
présente	présent
intérêt	intérêt
pédagogique	pédagogique
considérable	considérable
puisqu'	puisque
elle	lui
permet	permettre
lien	lien
fort	fort
théorique	théorique
partie	partie
pratique	pratique
Preuve	preuve
l'	le
aventure	aventure
commencer	commencer
tant	tant
applications	application
potentielles	potentiel
immenses	immense
Arts	art
Métiers	métier
ParisTech	paristech
désormais	désormais
présent	présent
Etats-Unis	Etats-Unis
Cela	celer
maintenant	maintenant
peu	peu
six	six
mois	mois
Rizlene	Rizlene
Bouchemoua	Bouchemoua
s'	se
est	être
installée	installer
San	san
Francisco	Francisco
compte	compte
d'	de
Arts	Arts
Métiers	métier
ParisTech	ParisTech
Dynamique	dynamique
jeune	jeune
femme	femme
après	après
avoir	avoir
opté	opter
fondamentale	fondamental
premières	premier
d'	de
études	étude
s'	se
est	être
orientée	orienter
vers	vers
Master	Master
application	application
avant	avant
rejoindre	rejoindre
Arts	art
Métiers	métier
ParisTech	paristech
Bordeaux	Bordeaux
d'	de
enchaîner	enchaîner
année	année
césure	césure
Californie	Californie
Santa	Santa
Barbara	Barbara
Revenue	revenir
Arts	art
Métiers	Métiers
fois	fois
ci	ci
Angers	Angers
achever	achever
études	étude
elle	lui
repartie	repartir
ensuite	ensuite
Santa	Santa
Barbara	Barbara
effectuer	effectuer
stage	stage
fin	fin
d'	de
études	étude
Mais	mais
Rizlene	Rizlene
s'	se
est	être
vite	vite
rendue	rendre
compte	compte
équations	équation
lui	luire
faisaient	faire
peur	peur
elle	lui
était	être
douée	douer
davantage	davantage
contact	contact
mise	mise
relation	relation
étudiants	étudiant
chercheurs	chercheur
voire	voire
accompagnement	accompagnement
auprès	auprès
industriels	industriel
mesure	mesure
toujours	toujours
l'	le
importance	importance
quand	quand
fond	fond
d'	de
un	un
laboratoire	laboratoire
la	le
tête	tête
guidon	guidon
Aussi	aussi
quand	quand
l'	le
opportunité	opportunité
s'	se
est	être
présentée	présenter
elle	lui
n'	ne
a	avoir
hésité	hésité
seul	seul
instant	instant
lancer	lancer
nouvelle	nouveau
recouvre	recouvrir
activités	activité
C'	ce
est	être
décembre	décembre
qu'	que
elle	lui
commencé	commencer
officiellement	officiellement
travailler	travailler
tant	tant
représentante	représentant
permanente	permanent
d'	de
Arts	Arts
Métiers	métier
ParisTech	ParisTech
Nous	nous
souhaitons	souhaiter
augmenter	augmenter
nombre	nombre
d'	de
étudiants	étudiant
d'	de
Arts	Arts
Métiers	Métiers
venant	venir
effectuer	effectuer
stage	stage
Etats-Unis	Etats-Unis
entreprise	entreprise
indique	indique
-t	-t
-elle	lui
A	a
jour	jour
programme	programme
stage	stage
SHASTA	shasta
créé	créer
l'	le
American	American
Friends	friend
of	of
Arts	art
&	et
Métiers	Métiers
ParisTech	ParisTech
AFAM	afam
bénéficie	bénéficie
réseau	réseau
d'	de
entreprises	entreprise
PRIME	prime
mises	mise
relations	relation
ils	il
environ	environ
vingtaine	vingtaine
d'	de
étudiants	étudiant
réaliser	réaliser
stage	stage
d'	de
une	un
entreprise	entreprise
quinzaine	quinzaine
laboratoire	laboratoir
Notre	notre
objectif	objectif
parvenir	parvenir
envoyer	envoyer
centaine	centaine
d'	de
ici	ici
quatre	quatre
ans	an
précise	préciser
-t	-t
-elle	lui
Parallèlement	parallèlement
Rizlene	Rizlene
mettre	mettre
contact	contact
laboratoires	laboratoire
d'	de
Arts	Arts
Métiers	métier
ParisTech	paristech
laboratoires	laboratoire
américains	américain
collaborations	collaboration
structures	structure
souvent	souvent
fruit	fruit
contacts	contact
initiés	initier
chercheurs	chercheur
Enfin	enfin
Arts	art
Métiers	Métiers
souhaite	souhaiter
voir	voir
augmenter	augmenter
nombre	nombre
étudiants	étudiant
formation	formation
universités	université
américaines	américain
attirer	attirer
étudiants	étudiant
américains	américain
l'	le
école	école
Master	Master
International	international
qu'	que
elle	lui
propose	proposer
désormais	désormais
Et	et
atteindre	atteindre
objectifs	objectif
l'	le
école	école
s'	se
est	être
fixée	fixée
Rizlene	Rizlene
doit	devoir
avant	avant
femme	femme
contact	contact
d'	de
autant	autant
qu'	que
elle	lui
charge	charge
d'	de
accompagner	accompagner
conseiller	conseiller
d'	de
apporter	apporter
aide	aide
quand	quand
étudiants	étudiant
français	français
l'	le
école	école
présents	présent
Etats-Unis	Etats-Unis
besoin	besoin
Prospecter	prospecter
auprès	auprès
laboratoires	laboratoire
américains	américain
entreprises	entreprise
voir	voir
quels	quel
thématiques	thématique
recherche	recherche
nouer	nouer
contacts	contact
d'	de
initier	initier
collaborations	collaboration
tel	tel
quotidien	quotidien
jeune	jeune
femme	femme
pleine	pleine
d'	de
enthousiasme	enthousiasme
Pour	pour
mener	mener
bien	bien
tâche	tâche
elle	lui
bénéficie	bénéficier
particulier	particulier
l'	le
important	important
réseau	réseau
Gadzarts	Gadzarts
travaillant	travailler
universités	université
entreprises	entreprise
américaines	américain
soutien	soutien
différentes	différents
personnes	personne
l'	le
école	école
parmi	parmi
lesquelles	lequel
coordinatrice	coordinateur
échanges	échange
académiques	académique
internationaux	international
coordinateur	coordinateur
coordinateur	coordinateur
partenariats	partenariat
entreprises	entreprise
l'	le
international	international
C'	ce
est	être
beau	beau
challenge	challenger
relever	relever
jeune	jeune
représentante	représentant
permanente	permanent
d'	de
Arts	Arts
Métiers	métier
ParisTech	paristech
Etats-Unis	Etats-Unis
Alors	alors
souhaitons	souhaiter
lui	lui
bonne	bon
chance	chance
Des	un
microprocesseurs	microprocesseur
toujours	toujours
petits	petit
performants	performant
grâce	grâce
ultra-minces	ultra-mince
Certes	certes
réfléchissent	réfléchir
dès	dès
aujourd'hui	aujourd'hui
nouvelles	nouveau
générations	génération
microprocesseurs	microprocesseur
Mais	mais
ils	il
faut	falloir
dès	dès
présent	présent
évoluer	évoluer
lithographie	lithographie
technique	technique
grâce	grâce
laquelle	lequel
imprimés	imprimé
circuits	circuit
car	car
jusqu'	jusque
à	à
présent	présent
minces	mince
circuits	circuit
conçus	concevoir
partir	partir
polymères	polymère
synthétiques	synthétique
exclusivement	exclusivement
d'	de
origine	origine
pétrolière	pétrolier
Or	or
problème	problème
présentent	présenter
derniers	dernier
qu'	que
ils	il
permettent	permettre
d'	de
aller	aller
au-delà	au-delà
d'	de
une	un
résolution	résolution
nanomètres	nanomètre
D'	de
où	où
l'	le
idée	idée
l'	le
équipe	équipe
dirige	diriger
Redouane	Redouane
Borsali	Borsali
directeur	directeur
Recherche	recherche
Centre	centre
Recherches	recherche
Macromolécules	Macromolécules
Végétales	Végétales
CERMAV	cermav
d'	de
utiliser	utiliser
matériau	matériau
hybride	hybride
qu'	que
ils	il
conçu	concevoir
Il	il
s'	se
agit	agir
d'	de
un	un
copolymère	copolymère
associe	associe
polymères	polymère
base	base
sucres	sucre
polymères	polymère
issus	issu
pétrole	pétrole
polystyrène	polystyrène
silicié	silicié
caractéristiques	caractéristique
physico	physico
chimiques	chimique
diffèrent	différer
grandement	grandement
Les	le
montré	montrer
qu'	que
une	un
telle	tel
structure	structure
capable	capable
s'	se
auto	auto
organiser	organiser
cylindres	cylindrer
sucres	sucre
réseau	réseau
polymères	polymère
issus	issu
pétrole	pétrole
chaque	chaque
structure	structure
ayant	avoir
taille	taille
nanomètres	nanomètre
Elles	lui
largement	largement
petites	petit
celles	celui
copolymères	copolymère
formés	former
uniquement	uniquement
dérivés	dériver
pétrole	pétrole
Qui	qui
est	être
nouvelle	nouveau
génération	génération
matériau	matériau
intègre	intègre
ressource	ressource
non	non
seulement	seulement
abondante	abondant
renouvelable	renouvelable
biodégradable	biodégradable
sucre	sucr
Aussi	aussi
nouvelle	nouveau
classe	classe
ultra-minces	ultra-mince
permet	permettre
-elle	-ell
d'	de
envisager	envisager
venir	venir
l'	le
émergence	émergence
nombreuses	nombreux
applications	application
domaine	domaine
l'	le
électronique	électronique
souple	souple
miniaturisation	miniaturisation
lithographie	lithographie
circuits	circuit
multiplication	multiplication
capacité	capacité
stockage	stockage
l'	le
information	information
l'	le
accroissement	accroissement
performances	performance
photovoltaïques	photovoltaïque
biocapteurs	biocapteur
Pour	pour
l'	le
heure	heure
tentent	tentent
mieux	mieux
contrôler	contrôler
l'	le
organisation	organisation
grande	grand
échelle	échelle
design	design
nano	nano
glycofilms	glycofilm
différentes	différents
structures	structure
auto-organisées	auto-organisée
Mission	mission
Euclid	Euclid
feu	feu
vert	vert
donné	donner
Si	si
l'	le
expansion	expansion
l'	le
Univers	Univers
prévue	prévoir
théorie	théorie
Big	Big
Bang	Bang
confirmée	confirmer
l'	le
observation	observation
s'	se
éloignent	éloigner
unes	un
autres	autre
expansion	expansion
semble	sembler
s'	se
effectuer	effectuer
rapidement	rapidement
temps	temps
C'	ce
est	être
découverte	découverte
qu'	que
on	on
décennie	décennie
découverte	découverte
qui	qui
certes	certes
vaudra	valoir
pris	prendre
Nobel	Nobel
Physique	physique
surprend	surprend
parce	parce
qu'	que
elle	lui
inexplicable	inexplicable
l'	le
état	état
connaissances	connaissance
Les	le
imaginaient	imaginer
plutôt	plutôt
stabilité	stabilité
voire	voire
ralentissement	ralentissement
expansion	expansion
gravitation	gravitation
C'	ce
est	être
qu'	que
est	être
créée	créer
l'	le
expression	expression
énergie	énergie
noire	noir
mystérieuse	mystérieux
composante	composant
représenterait	représenter
%	pourcent
contenu	contenu
l'	le
Univers	Univers
sus	sus
d'	de
une	un
autre	autre
composante	composante
mystérieuse	mystérieux
matière	matière
noire	noir
observe	observer
effets	effet
grande	grand
échelle	échelle
Dérangeante	dérangeante
découverte	découverte
susciter	susciter
l'	le
émergence	émergence
beaucoup	beaucoup
d'	de
idées	idée
comprendre	comprendre
qu'	que
est	être
l'	le
énergie	énergie
noire	noir
La	le
Euclid	euclid
initiée	initier
France	France
travers	travers
CNES	CNES
CNRS	CNRS
CEA	cea
démarrage	démarrage
vient	venir
d'	de
être	être
approuvée	approuver
Comité	comité
Programmes	programme
scientifiques	scientifique
SPC	spc
l'	le
ESA	ESA
s'	se
appuiera	appuyer
moins	moins
idées	idée
furent	être
lancées	lancer
Baptisée	baptisé
méthode	méthod
cisaillement	cisaillement
gravitationnel	gravitationnel
Weak	Weak
Lensing	Lensing
consiste	consister
mesurer	mesurer
distorsion	distorsion
images	image
provoquée	provoquer
présence	présence
matière	matière
ligne	ligne
visée	visée
Ainsi	ainsi
réalisant	réaliser
opération	opération
différentes	différent
situées	située
diverses	divers
distances	distance
Terre	terre
vont	aller
pouvoir	pouvoir
cartographier	cartographier
matière	matière
dimensions	dimension
observer	observer
l'	le
évolution	évolution
répartition	répartition
temps	temps
évolution	évolution
déterminée	déterminer
propriétés	propriété
l'	le
énergie	énergie
noire	noir
La	le
seconde	second
dite	dire
oscillations	oscillation
acoustiques	acoustique
baryoniques	baryonique
Baryonic	Baryonic
Acoustic	Acoustic
Oscillations	oscillation
BAO	BAO
s'	se
appuie	appuyer
quant	quant
elle	lui
cartographie	cartographie
dimensions	dimension
grandes	grand
structures	structure
l'	le
Univers	Univers
amas	amas
galaxies	galaxie
Là	là
encore	encore
c'	ce
est	être
comparaison	comparaison
structures	structure
lointaines	lointain
conséquent	conséquent
anciennes	ancien
proches	proche
récentes	récent
renseignera	renseigner
effets	effet
précis	précis
l'	le
énergie	énergie
noire	noir
Pour	pour
effectuer	effectuer
l'	le
ensemble	ensemble
mesures	mesure
Euclid	Euclid
effectuera	effectuer
relevé	relever
d'	de
une	un
grande	grand
partie	partie
ciel	ciel
l'	le
aide	aide
instruments	instrument
précis	précis
qu'	que
il	il
emportera	emporter
bord	bord
seront	être
placés	placer
foyer	foyer
d'	de
un	un
télescope	télescope
m	m
diamètre	diamètr
Le	le
premier	premier
caméra	caméra
millions	million
pixels	pixel
observant	observer
domaine	domaine
visible	visible
fournira	fournir
images	image
d'	de
environ	environ
milliards	milliard
haute	haute
résolution	résolution
équivalente	équivalent
celle	celui
télescope	télescope
spatial	spatial
Hubble	Hubble
Le	le
second	second
spectro	spectro
imageur	imageur
opérant	opérer
l'	le
infrarouge	infrarouge
permettra	permettra
produire	produire
cartographie	cartographie
grandes	grand
structures	structure
l'	le
Univers	univers
mesurera	mesurer
distance	distance
imagées	imagée
caméra	caméra
A	à
remarquables	remarquable
instruments	instrument
faut	falloir
ajouter	ajouter
ensemble	ensemble
supercalculateurs	supercalculateur
logiciels	logiciel
spécifiques	spécifique
nécessaires	nécessaire
traiter	traiter
données	donnée
collectées	collecter
soit	être
millions	million
gigaoctets	gigaoctet
Ces	ce
instruments	instrument
