mot	racine
faible	faibl
taille	taill
particules	particul
conduit	conduit
sédimentation	sédiment
sous	sous
l'	l'
influence	influenc
gravité	gravit
refroidie	refroid
façon	façon
obtenir	obten
croissance	croissanc
contrôlée	contrôl
cristaux	cristal
glace	glac
Résultat	résultat
auto-assemblage	auto-assemblag
l'	l'
alumine	alumin
sous	sous
forme	form
d'	d'
un	un
empilement	empil
plaquettes	plaquet
matériau	matériau
final	final
ayant	ayant
obtenu	obtenu
biais	bi
d'	d'
une	une
étape	étap
densification	densif
haute	haut
température	températur
Dans	dan
matériau	matériau
fissure	fissur
propager	propag
doit	doit
contourner	contourn
briques	briqu
d'	d'
alumine	alumin
explique	expliqu
artificielle	artificiel
soit	soit
dix	dix
tenace	tenac
qu'	qu'
une	une
classique	classiqu
composée	compos
d'	d'
alumine	alumin
Ajoutons	ajouton
procédé	proced
d'	d'
autant	aut
intéressant	intéress
qu'	qu'
il	il
n'	n'
est	est
exclusif	exclus
l'	l'
alumine	alumin
n'	n'
importe	import
quelle	quel
poudre	poudr
présentant	présent
sous	sous
forme	form
plaquettes	plaquet
pouvant	pouv
subir	sub
processus	processus
d'	d'
auo	auo
assemblage	assemblag
Reste	rest
présent	présent
industrialiser	industrialis
fabrication	fabriqu
matériau	matériau
devrait	devr
trouver	trouv
nombreuses	nombreux
applications	appliqu
l'	l'
industrie	industr
permettant	permet
d'	d'
alléger	alleg
réduire	réduir
taille	taill
éléments	élément
céramiques	céram
moteurs	moteur
dispositifs	disposit
génération	géner
d'	d'
énergie	énerg
Strong	strong
tough	tough
and	and
stiff	stiff
bioinspired	bioinspired
ceramics	ceramic
from	from
brittle	brittl
constituents	constituent
Florian	florian
Bouville	bouvill
Eric	eric
Maire	mair
Sylvain	sylvain
Meille	meil
Bertrand	bertrand
Van	van
Moortèle	moortel
Adam	adam
J.	j.
Stevenson	stevenson
and	and
Sylvain	sylvain
Deville	devill
Nature	natur
Materials	material
L'	l'
innovation	innov
ouverte	ouvert
désormais	désorm
institut	institut
l'	l'
IOI	ioi
L'	l'
Open	open
Innovation	innov
l'	l'
innovation	innov
ouverte	ouvert
désigne	désign
modèle	model
d'	d'
entreprise	entrepris
adapté	adapt
stratégie	strateg
d'	d'
innovation	innov
tirer	tir
meilleur	meilleur
parti	part
environnement	environ
extérieur	extérieur
Ayant	ayant
acquis	acquis
dizaine	dizain
d'	d'
années	anné
place	plac
importante	import
stratégie	strateg
d'	d'
innovation	innov
entreprises	entrepris
performantes	perform
démarche	démarch
consiste	consist
sortir	sort
d'	d'
une	une
vision	vision
d'	d'
une	une
culture	cultur
où	où
réalisé	réalis
interne	intern
intégrer	integr
collaborations	collabor
l'	l'
ensemble	ensembl
acteurs	acteur
écosystème	écosystem
clients	client
fournisseurs	fournisseur
start	start
up	up
voire	voir
parfois	parfois
concurrents	concurrent
C'	c'
est	est
contexte	context
l'	l'
Ecole	ecol
Centrale	central
Paris	paris
parmi	parm
réputées	réput
Grandes	grand
Ecoles	ecol
groupe	group
Altran	altran
leader	lead
mondial	mondial
conseil	conseil
innovation	innov
ingénierie	ingénier
avancée	avanc
Mazars	mazar
possède	possed
connaissance	connaiss
profonde	profond
TPE	tpe
PME	pme
qu'	qu'
elle	elle
conseille	conseil
banque	banqu
Société	societ
Générale	général
décidé	décid
créer	cré
l'	l'
Institut	institut
Open	open
Innovation	innov
IOI	ioi
Sa	sa
sera	ser
d'	d'
aider	aid
rapprochement	rapproch
grandes	grand
entreprises	entrepris
start	start
up	up
d'	d'
encourager	encourag
échanges	échang
entres	entre
mondes	mond
développer	développ
synergies	synerg
étudiants	étudi
laboratoires	laboratoir
l'	l'
Ecole	ecol
Centrale	central
Paris	paris
Véritable	vérit
d'	d'
expertise	expertis
innovation	innov
nouvel	nouvel
institut	institut
l'	l'
équipe	équip
comptera	compt
dizaine	dizain
personnes	person
d'	d'
ici	ici
fin	fin
année	anné
remplir	rempl
objectifs	object
théoriques	théoriqu
pratiques	pratiqu
devrait	devr
permettre	permettr
non	non
seulement	seul
d'	d'
amplifier	amplifi
relations	relat
qu'	qu'
entretient	entretient
l'	l'
Ecole	ecol
Centrale	central
Paris	paris
grandes	grand
entreprises	entrepris
vaste	vast
réseau	réseau
start	start
up	up
renforcer	renforc
lien	lien
pédagogie	pédagog
projets	projet
réels	réel
enrichissant	enrich
offre	offre
d'	d'
incubation	incub
renforçant	renforc
expertise	expertis
l'	l'
innovation	innov
sujet	sujet
essentiel	essentiel
l'	l'
école	écol
Pour	pour
l'	l'
IOI	ioi
compte	compt
fédérer	féder
dizaine	dizain
partenaires	partenair
industriels	industriel
s'	s'
entourer	entour
d'	d'
une	une
cinquantaine	cinquantain
start	start
up	up
Ingénierie	ingénier
sport	sport
Raid	raid
Innovation	innov
Les	le
octobre	octobr
Sporaltec	sporaltec
cluster	clust
rhônalpin	rhônalpin
l'	l'
innovation	innov
sport	sport
l'	l'
Université	univers
Savoie	savoi
collaboration	collabor
Parc	parc
d'	d'
activités	activ
Alpespace	alpespac
organisent	organisent
deuxième	deuxiem
édition	édit
Raid	raid
Innovation	innov
Rappelons	rappelon
événement	éven
concours	concour
rassemble	rassembl
étudiants	étudi
partageant	partag
passion	passion
sport	sport
l'	l'
ingénierie	ingénier
Raid	raid
Innovation	innov
permet	permet
équipes	équip
composées	compos
étudiants	étudi
ingénieurs	ingénieur
profils	profil
complémentaires	complémentair
concourir	concour
développer	développ
réponse	répons
sujets	sujet
proposés	propos
entreprises	entrepris
autour	autour
thématiques	thémat
sport	sport
l'	l'
innovation	innov
Ainsi	ains
chacune	chacun
équipes	équip
engagées	engag
concours	concour
disposera	dispos
heures	heur
réaliser	réalis
course	cours
trail	trail
kilomètres	kilometr
descente	descent
VTT	vtt
kilomètres	kilometr
rallier	ralli
Alpespace	alpespac
Technolac	technolac
répondre	répondr
R&D	r&d
d'	d'
une	une
entreprise	entrepris
réaliser	réalis
exposé	expos
minutes	minut
fonction	fonction
d'	d'
un	un
cahier	cahi
charges	charg
préalablement	préalabl
définir	défin
l'	l'
entreprise	entrepris
Pour	pour
entreprises	entrepris
c'	c'
est	est
possibilité	possibil
d'	d'
obtenir	obten
réponse	répons
rapide	rapid
externe	extern
l'	l'
une	une
problématiques	problémat
d'	d'
identifier	identifi
futurs	futur
employés	emploi
collaborateurs	collabor
enfin	enfin
nouer	nou
liens	lien
professionnels	professionnel
domaines	domain
complémentaires	complémentair
Quel	quel
futur	futur
notre	notr
alimentation	aliment
Point	point
départ	départ
réflexion	réflexion
agronome	agronom
le	le
change	chang
Nous	nous
sommes	somm
milliards	milliard
d'	d'
habitants	habit
Terre	terr
atteindrons	atteindron
milliards	milliard
voire	voir
davantage	davantag
peine	pein
ans	an
Côté	côt
population	popul
elle	elle
vieillit	vieil
s'	s'
urbanise	urbanis
fond	fond
inévitable	inévit
changement	chang
climatique	climat
Dans	dan
conditions	condit
nourrir	nourr
planète	planet
apparaît	apparaît
défi	def
vont	vont
devoir	devoir
relever	relev
agriculteurs	agriculteur
industriels	industriel
gagnant	gagn
pari	pari
l'	l'
innovation	innov
scientifique	scientif
technologique	technolog
Cela	cel
dit	dit
Pierre	pierr
Feillet	feillet
estime	estim
n'	n'
est	est
contenu	contenu
nos	nos
assiettes	assiet
changer	chang
contenu	contenu
technologique	technolog
nos	nos
aliments	aliment
considérablement	consider
modifié	modifi
Rupture	ruptur
l'	l'
un	un
mots	mot
forts	fort
livre	livr
Une	une
rupture	ruptur
plurielle	pluriel
démographique	démograph
climatique	climat
certes	cert
rupture	ruptur
système	system
alimentaire	alimentair
avec	avec
Pierre	pierr
Feillet	feillet
souligne	soulign
notion	notion
l'	l'
aliment	aliment
beaucoup	beaucoup
évolué	évolu
point	point
celui-ci	celui-c
possède	possed
aujourd'hui	aujourd'hui
composantes	compos
La	la
biologique	biolog
commencer	commenc
ancienne	ancien
fonction	fonction
répondre	répondr
besoins	besoin
physiologiques	physiolog
l'	l'
homme	homm
Vient	vient
ensuite	ensuit
culturelle	culturel
émergé	émerg
progressivement	progress
l'	l'
évolution	évolu
sociétés	societ
chacun	chacun
d'	d'
entre	entre
chercher	cherch
nutriments	nutr
nécessaires	nécessair
survie	surv
aliments	aliment
différents	différent
fonction	fonction
culture	cultur
religion	religion
origines	origin
Plus	plus
récente	récent
troisième	troisiem
composante	compos
sociétale	sociétal
conduit	conduit
manger	mang
sans	san
mettre	mettr
planète	planet
danger	dang
sans	san
pénaliser	pénalis
ceux	ceux
peu	peu
manger	mang
précise	précis
l'	l'
agronome	agronom
Après	apres
avoir	avoir
dressé	dress
constat	constat
posé	pos
décor	décor
Pierre	pierr
Feillet	feillet
évoque	évoqu
solutions	solut
envisageables	envisage
Pour	pour
commencer	commenc
propose	propos
mettre	mettr
place	plac
agricultures	agricultur
durablement	durabl
productives	product
Il	il
estime	estim
qu'	qu'
il	il
doit	doit
exister	exist
modèles	model
agricoles	agricol
non	non
seul	seul
Durablement	durabl
Tout	tout
simplement	simpl
parce	parc
prise	pris
compte	compt
seuls	seul
aspects	aspect
environnementaux	environnemental
n'	n'
est	est
suffisante	suffis
La	la
durabilité	durabl
implique	impliqu
oublier	oubli
aspects	aspect
sociaux	social
économiques	économ
Quant	quant
productive	product
veut	veut
dire	dir
intensive	intens
cela	cel
doit	doit
rappeler	rappel
qu'	qu'
il	il
faut	faut
produire	produir
avant	avant
nourrir	nourr
monde	mond
Il	il
constate	constat
le	le
schéma	schem
d'	d'
une	une
agriculture	agricultur
intensive	intens
évolué	évolu
vers	ver
agriculture	agricultur
raisonnée	raison
fin	fin
course	cours
Quant	quant
l'	l'
agriculture	agricultur
dite	dit
biologique	biolog
reste	rest
tendance	tendanc
extrêmement	extrêm
faible	faibl
reste	rest
sceptique	sceptiqu
futur	futur
parce	parc
qu'	qu'
il	il
faut	faut
bien	bien
nourrir	nourr
hommes	homm
parvenir	parven
l'	l'
agriculture	agricultur
biologique	biolog
n'	n'
est	est
suffisamment	suffis
productive	product
L'	l'
auteur	auteur
livre	livr
estime	estim
qu'	qu'
il	il
faut	faut
inventer	invent
nouveau	nouveau
système	system
permette	permet
mieux	mieux
comprendre	comprendr
relation	relat
plante	plant
milieu	milieu
sol	sol
gorgé	gorg
microorganismes	microorgan
Et	et
celui-ci	celui-c
d'	d'
évoquer	évoqu
révolution	révolu
marche	march
autour	autour
connaissance	connaiss
complexes	complex
microorganismes	microorgan
présents	présent
sols	sol
une	une
révolution	révolu
bouleverser	boulevers
l'	l'
agronomie	agronom
note	not
-t	-t
-il	-il
s'	s'
interrogeant	interrog
savoir	savoir
long	long
terme	term
Terre	terr
rester	rest
seule	seul
nourricière	nourrici
Pierre	pierr
Feillet	feillet
envisage	envisag
l'	l'
usine	usin
nourricière	nourrici
microorganismes	microorgan
disposant	dispos
capacités	capac
remarquables	remarqu
fabriquer	fabriqu
protéines	protéin
partir	part
d'	d'
un	un
tas	tas
substrats	substrat
différents	différent
micro-algues	micro-algu
rappelant	rappel
passage	passag
qu'	qu'
en	en
France	franc
l'	l'
entreprise	entrepris
Roquette	roquet
travaille	travaill
sujet	sujet
Les	le
insectes	insect
Peut	peut
être	être
seulement	seul
source	sourc
protéines	protéin
animaux	animal
extraire	extrair
protéines	protéin
restructurer	restructur
simili	simil
viandes	viand
Je	je
pense	pens
allons	allon
vers	ver
système	system
où	où
usines	usin
vont	vont
devenir	deven
sources	sourc
significatives	signif
d'	d'
aliments	aliment
Reste	rest
résoudre	résoudr
principal	principal
point	point
blocage	blocag
coût	coût
l'	l'
énergie	énerg
indique	indiqu
l'	l'
agronome	agronom
Pierre	pierr
Feillet	feillet
s'	s'
intéresse	intéress
ensuite	ensuit
l'	l'
évolution	évolu
comportements	comport
alimentaires	alimentair
rappelant	rappel
là	là
encore	encor
révolutions	révolu
cours	cour
Celle	cel
métagénomique	métagénom
permis	perm
découvrir	découvr
qu'	qu'
il	il
existe	exist
nouvel	nouvel
organe	organ
notre	notr
corps	corp
microbiote	microbiot
constitué	constitu
l'	l'
ensemble	ensembl
microorganismes	microorgan
qu'	qu'
abrite	abrit
notre	notr
intestin	intestin
Un	un
organe	organ
d'	d'
autant	aut
important	import
parois	parois
intestinales	intestinal
établissent	établ
liaisons	liaison
spécifiques	spécif
notre	notr
cerveau	cerveau
Autre	autr
révolution	révolu
majeure	majeur
devenir	deven
relation	relat
mangeons	mangeon
notre	notr
génome	génom
C'	c'
est	est
double	doubl
relation	relat
En	en
effet	effet
je	je
mange	mang
influe	influ
mon	mon
génome	génom
qui	qui
lui-même	lui-mêm
modifier	modifi
manière	mani
j'	j'
assimile	assimil
je	je
mange	mang
explique	expliqu
-t	-t
-il	-il
Une	une
révolution	révolu
devrait	devr
permettre	permettr
moins	moin
long	long
terme	term
concevoir	concevoir
nouveaux	nouveau
aliments	aliment
effets	effet
physiologiques	physiolog
efficaces	efficac
Quant	quant
habitudes	habitud
d'	d'
achat	achat
elles	elle
devraient	devr
changer	chang
fortement	fort
probable	probabl
disparition	disparit
grandes	grand
surfaces	surfac
telles	tel
connaissons	connaisson
moins	moin
secteur	secteur
l'	l'
alimentation	aliment
persistance	persist
d'	d'
un	un
commerce	commerc
proximité	proxim
concernant	concern
aliments	aliment
faible	faibl
durée	dur
vie	vi
pain	pain
poisson	poisson
viande	viand
fruits	fruit
légumes	légum
Gestion	gestion
production	product
repas	rep
établissements	établ
santé	sant
FSI	fsi
mise	mis
l'	l'
innovation	innov
On	on
imagine	imagin
aisément	ais
gérer	ger
commandes	command
production	product
repas	rep
hôpitaux	hôpital
généralement	général
établissements	établ
santé	sant
n'	n'
est	est
exercice	exercic
facile	facil
Editeur	editeur
logiciels	logiciel
secteur	secteur
santé	sant
FSI	fsi
PME	pme
francilienne	francilien
pourtant	pourt
spécialité	spécial
souci	souc
constant	const
d'	d'
optimiser	optimis
produits	produit
préparant	prépar
l'	l'
avenir	aven
Adhérente	adhérent
pôle	pôl
compétitivité	compétit
Vitagora	vitagor
maintenant	mainten
ans	an
entreprise	entrepris
aujourd'hui	aujourd'hui
impliquée	impliqu
Renessens	renessen
retenu	retenu
l'	l'
Agence	agenc
Nationale	national
Recherche	recherch
ANR	anr
labellisé	labellis
pôle	pôl
L'	l'
objectif	object
projet	projet
démarré	démarr
début	début
d'	d'
année	anné
d'	d'
apporter	apport
réponse	répons
adaptée	adapt
seniors	senior
petits	petit
mangeurs	mangeur
La	la
restauration	restaur
gestion	gestion
hôpital	hôpital
devant	dev
obligatoirement	obligatoir
toujours	toujour
pointe	point
répondre	répondr
demande	demand
patients	patient
personnes	person
travaillent	travaillent
FSI	fsi
localisée	localis
Noisy-le-Grand	noisy-le-grand
région	région
parisienne	parisien
connaissent	connaissent
parfaitement	parfait
signification	signif
mot	mot
innovation	innov
L'	l'
histoire	histoir
l'	l'
entreprise	entrepris
créée	cré
d'	d'
ailleurs	ailleur
là	là
attester	attest
C'	c'
est	est
locaux	local
qu'	qu'
a	a
développée	développ
application	appliqu
automatisée	automatis
gestion	gestion
repas	rep
hôpitaux	hôpital
Celle	cel
ci	ci
utilisait	utilis
cartes	cart
lecteurs	lecteur
optiques	optiqu
Puis	puis
contexte	context
micro-informatique	micro-informat
balbutiante	balbuti
elle	elle
conçu	conçu
premier	premi
logiciel	logiciel
repas	rep
monde	mond
Trois	trois
tard	tard
elle	elle
créé	cré
premiers	premi
terminaux	terminal
portables	portabl
saisie	sais
Puis	puis
fut	fut
mise	mis
place	plac
premiers	premi
systèmes	system
windows	window
hôpitaux	hôpital
l'	l'
arrivée	arriv
premières	premi
solutions	solut
hertziennes	hertzien
l'	l'
hôpital	hôpital
Saint-Louis	saint-lou
Paris	paris
plateformes	plateform
windows	window
CE	ce
dès	des
ajoute	ajout
-t	-t
-il	-il
Webrest	webrest
dernière	derni
illustration	illustr
Cette	cet
application	appliqu
dédiée	dédi
soignants	soign
service	servic
diététique	diétet
d'	d'
établissements	établ
petite	petit
taille	taill
permet	permet
gérer	ger
repas	rep
tablettes	tablet
smartphones	smartphon
Troubles	troubl
l'	l'
audition	audit
Arkamys	arkamy
opte	opte
appareiller	appareil
mobile	mobil
plutôt	plutôt
patient	patient
L'	l'
homme	homm
moderne	modern
citadin	citadin
baigne	baign
permanence	permanent
bruit	bruit
Résultat	résultat
jour	jour
près	pres
d'	d'
une	une
personne	person
cinq	cinq
n'	n'
entend	entend
bien	bien
D'	d'
où	où
l'	l'
idée	idé
d'	d'
Arkamys	arkamy
PME	pme
parisienne	parisien
d'	d'
une	une
quarantaine	quarantain
personnes	person
spécialisée	spécialis
domaine	domain
l'	l'
audio	audio
embarqué	embarqu
d'	d'
améliorer	amélior
l'	l'
intelligibilité	intelligibil
conversations	convers
téléphoniques	téléphon
personnes	person
souffrant	souffr
troubles	troubl
l'	l'
audition	audit
développant	développ
applications	appliqu
logicielles	logiciel
Si	si
celles-ci	celles-c
permet	permet
générer	géner
profil	profil
personne	person
côté	côt
seconde	second
consiste	consist
ensuite	ensuit
adapter	adapt
rendu	rendu
mobile	mobil
profil	profil
utilisateur	utilis
C'	c'
est	est
l'	l'
automne	automn
prochain	prochain
résultats	résultat
tests	test
réalisés	réalis
collaboration	collabor
Service	servic
ORL	orl
professeur	professeur
Bruno	bruno
Frachet	frachet
Assistance	assist
Publique	publiqu
Hôpitaux	hôpital
Paris	paris
Hôpital	hôpital
Avicenne	avicen
Hôpital	hôpital
Rothschild	rothschild
seront	seront
publiés	publi
Restera	rest
ensuite	ensuit
PME	pme
franchir	franch
dernière	derni
étape	étap
passer	pass
projet	projet
Sytis	syt
labellisé	labellis
pôle	pôl
compétitivité	compétit
Cap	cap
Digital	digital
soutenu	soutenu
Fonds	fond
Européen	européen
Développement	développ
Régional	régional
FEDER	fed
Conseil	conseil
Général	général
Seine-Saint-Denis	seine-saint-den
l'	l'
industrialisation	industrialis
d'	d'
un	un
produit	produit
disponible	disponibl
marché	march
Les	le
produits	produit
conçus	conçus
Arkamys	arkamy
briques	briqu
logicielles	logiciel
peuvent	peuvent
intégrées	integr
différents	différent
types	typ
d'	d'
appareils	appareil
téléphones	téléphon
smartphones	smartphon
tablettes	tablet
téléviseurs	téléviseur
d'	d'
améliorer	amélior
rendu	rendu
sonore	sonor
Nous	nous
avons	avon
forte	fort
activité	activ
secteur	secteur
l'	l'
automobile	automobil
où	où
travaillons	travaillon
rendu	rendu
l'	l'
habitacle	habitacl
véhicules	véhicul
l'	l'
annulation	annul
d'	d'
écho	écho
bruit	bruit
main	main
libre	libr
précise	précis
Jean-Michel	jean-michel
Raczinski	raczinsk
alliance	allianc
manager	manag
entreprise	entrepris
basée	bas
Paris	paris
dispose	dispos
bureaux	bureau
Séoul	séoul
Tokyo	tokyo
Shanghai	shangh
Détroit	détroit
celle-ci	celle-c
réalisant	réalis
chiffre	chiffr
d'	d'
affaires	affair
l'	l'
étranger	étrang
C'	c'
est	est
naturellement	naturel
qu'	qu'
Arkamys	arkamy
détient	détient
quinzaine	quinzain
famille	famill
brevets	brevet
couvrir	couvr
l'	l'
ensemble	ensembl
technologies	technolog
qu'	qu'
elle	elle
développe	développ
décidé	décid
mettre	mettr
expérience	expérient
savoir	savoir
faire	fair
domaine	domain
l'	l'
audio	audio
embarqué	embarqu
service	servic
personnes	person
n'	n'
entendent	entendent
bien	bien
nécessairement	nécessair
appareillées	appareil
On	on
estime	estim
millions	million
personnes	person
Etats-Unis	etats-un
millions	million
Europe	europ
difficultés	difficult
entendre	entendr
rappelle	rappel
responsable	respons
l'	l'
entreprise	entrepris
D'	d'
où	où
démarche	démarch
abouti	about
d'	d'
un	un
premier	premi
baptisé	baptis
Sytis	syt
d'	d'
autant	aut
prothèses	prothes
auditives	audit
présentent	présentent
aujourd'hui	aujourd'hui
marché	march
coûtent	coûtent
euros	euros
appareiller	appareil
seule	seul
oreille	oreil
remboursement	rembours
extrêmement	extrêm
faible	faibl
l'	l'
ordre	ordre
d'	d'
une	une
centaine	centain
d'	d'
euros	euros
Qui	qui
est	est
prothèse	prothes
auditive	audit
réglage	réglag
reste	rest
difficile	difficil
fonctionne	fonction
toujours	toujour
parfaitement	parfait
image	imag
négative	négat
C'	c'
est	est
contexte	context
l'	l'
entreprise	entrepris
Arkamys	arkamy
partie	part
l'	l'
idée	idé
non	non
d'	d'
appareiller	appareil
appareils	appareil
eux	eux
mêmes	mêm
Autrement	autr
dit	dit
adapter	adapt
appareils	appareil
utilisateurs	utilis
puissent	puissent
bénéficier	bénéfici
potentiel	potentiel
La	la
solution	solut
Embarquer	embarqu
applications	appliqu
bord	bord
téléphones	téléphon
Celles	cel
ci	ci
nombre	nombr
deux	deux
La	la
consiste	consist
mesurer	mesur
profil	profil
l'	l'
utilisateur	utilis
l'	l'
aide	aid
d'	d'
un	un
audiogramme	audiogramm
tonal	tonal
Elle	elle
réalisée	réalis
l'	l'
aide	aid
téléphone	téléphon
conditions	condit
réelles	réel
d'	d'
utilisation	utilis
peut	peut
répétée	répet
temps	temp
temps	temp
vérifier	vérifi
l'	l'
évolution	évolu
capacité	capac
d'	d'
audition	audit
l'	l'
utilisateur	utilis
explique	expliqu
Jean-Michel	jean-michel
Raczinski	raczinsk
Une	une
profil	profil
défini	défin
celui-ci	celui-c
transféré	transfer
automatiquement	automat
coeur	coeur
partie	part
modem	modem
téléphone	téléphon
C'	c'
est	est
deuxième	deuxiem
application	appliqu
développée	développ
Arkamys	arkamy
action	action
adapter	adapt
rendu	rendu
profil	profil
utilisateur	utilis
Précisons	précison
qu'	qu'
en	en
parallèle	parallel
différents	différent
dispositifs	disposit
d'	d'
annulation	annul
bruit	bruit
intégrés	integr
l'	l'
ensemble	ensembl
l'	l'
application	appliqu
sachant	sach
télécommunications	télécommun
souvent	souvent
bruits	bruit
pénalisants	pénalis
comprendre	comprendr
messages	messag
transmis	transm
Nous	nous
disposons	disposon
techniques	techniqu
spécifiques	spécif
permettent	permettent
d'	d'
améliorer	amélior
perception	percept
niveaux	niveau
faibles	faibl
ajoute	ajout
-t	-t
-il	-il
Jean-Michel	jean-michel
Raczinski	raczinsk
indique	indiqu
qu'	qu'
à	à
jour	jour
Arkamys	arkamy
développé	développ
preuve	preuv
concept	concept
mesure	mesur
degré	degr
d'	d'
intelligibilité	intelligibil
chez	chez
dizaine	dizain
pu	pu
réalisée	réalis
service	servic
d'	d'
oto	oto
rhino	rhino
laryngologie	laryngolog
ORL	orl
dirige	dirig
professeur	professeur
Bruno	bruno
Frachet	frachet
l'	l'
Hôpital	hôpital
Avicenne	avicen
l'	l'
Hôpital	hôpital
Rothschild	rothschild
l'	l'
AP	ap
HP	hp
Nous	nous
avons	avon
pu	pu
observer	observ
amélioration	amélior
moyenne	moyen
niveau	niveau
compréhension	compréhens
globale	global
phrases	phras
mots	mot
cibles	cibl
souligne	soulign
-t	-t
-il	-il
L'	l'
ensemble	ensembl
résultats	résultat
sera	ser
publié	publi
l'	l'
automne	automn
prochain	prochain
Parallèlement	parallel
responsables	respons
d'	d'
Arkamys	arkamy
préparent	préparent
prochaine	prochain
étape	étap
savoir	savoir
mise	mis
disposition	disposit
industriels	industriel
d'	d'
une	une
brique	briqu
logicielle	logiciel
d'	d'
amélioration	amélior
son	son
Nous	nous
sommes	somm
discussions	discuss
industriels	industriel
précise	précis
-t	-t
-il	-il
Pour	pour
l'	l'
heure	heur
question	question
d'	d'
en	en
dire	dir
l'	l'
aboutissement	about
industriel	industriel
Sytis	syt
s'	s'
achèvera	achev
officiellement	officiel
fin	fin
année	anné
Le	le
temps	temp
au-delà	au-delà
l'	l'
application	appliqu
label	label
tous	tous
diabétiques	diabet
E-Nutrition	e-nutrit
concours	concour
lancé	lanc
l'	l'
initiative	initi
pôle	pôl
compétitivité	compétit
Vitagora	vitagor
événement	éven
auquel	auquel
s'	s'
est	est
associé	associ
groupe	group
Seb	seb
C'	c'
est	est
avril	avril
dernier	derni
lors	lor
Congrès	congres
Goût	goût
Nutrition	nutrit
Santé	sant
lauréat	lauréat
édition	édit
nom	nom
oh	oh
combien	combien
évocateur	évoc
Le	le
Temps	temp
Glucides	glucid
reçu	reçu
prix	prix
C'	c'
est	est
avant	avant
aventure	aventur
humaine	humain
indique	indiqu
d'	d'
emblée	emblé
Emmanuelle	emmanuel
Auras	aur
Cette	cet
sociologue	sociologu
maître	maîtr
conférence	conférent
sciences	scienc
l'	l'
éducation	éduc
l'	l'
Université	univers
Poitiers	poiti
intégrera	integr
l'	l'
Université	univers
Créteil	créteil
prochaine	prochain
rentrée	rentr
universitaire	universitair
mari	mar
Christophe	christoph
Villain	villain
formateur	formateur
informaticien	informaticien
travaille	travaill
quinzaine	quinzain
d'	d'
années	anné
d'	d'
EDF	edf
enfant	enfant
fêtera	fêt
bientôt	bientôt
onze	onze
souffre	souffr
d'	d'
un	un
diabète	diabet
type	typ
dit	dit
insulino	insulino
dépendant	dépend
D'	d'
où	où
nécessité	nécess
lui	lui
injecter	inject
l'	l'
insuline	insulin
via	vi
pompe	pomp
injection	inject
peut	peut
efficace	efficac
l'	l'
on	on
sait	sait
exactement	exact
enfant	enfant
consomme	consomm
termes	term
glucides	glucid
C'	c'
est	est
toute	tout
difficulté	difficult
parents	parent
d'	d'
enfants	enfant
diabétiques	diabet
adultes	adult
diagnostiqués	diagnostiqu
diabétiques	diabet
et	et
jour	jour
lendemain	lendemain
doivent	doivent
apprendre	apprendr
compter	compt
glucides	glucid
explique	expliqu
-t	-t
-elle	-el
Un	un
exercice	exercic
d'	d'
autant	aut
difficile	difficil
qu'	qu'
il	il
existe	exist
différentes	différent
sortes	sort
méthodes	méthod
Confrontés	confront
tôt	tôt
problème	problem
Emmanuelle	emmanuel
Christophe	christoph
décidé	décid
d'	d'
associer	associ
compétences	compétent
développer	développ
propre	propr
méthode	méthod
permette	permet
compter	compt
rapidement	rapid
pendant	pend
repas	rep
fils	fil
Et	et
fil	fil
aiguille	aiguill
ils	il
arrivés	arriv
créer	cré
Le	le
Temps	temp
Glucides	glucid
avril	avril
dernier	derni
après	apres
avoir	avoir
porté	port
durant	dur
année	anné
Le	le
Temps	temp
Glucides	glucid
c'	c'
est	est
méthode	méthod
simple	simpl
faite	fait
mémoriser	mémoris
calculer	calcul
repas	rep
d'	d'
un	un
diabétique	diabet
résume	résum
-t	-t
-elle	-el
Mais	mais
au-delà	au-delà
l'	l'
application	appliqu
mobile	mobil
entreprise	entrepris
naissante	naiss
propose	propos
coaching	coaching
ligne	lign
accompagner	accompagn
utilisateurs	utilis
l'	l'
aide	aid
jeux	jeux
vidéos	vidéos
conseils	conseil
formations	format
ligne	lign
présentiel	présentiel
pour	pour
répondre	répondr
demande	demand
médecins	médecin
infirmières	infirmi
précise	précis
-t	-t
-elle	-el
Quant	quant
ceux	ceux
rétorqueront	rétorqu
qu'	qu'
il	il
existe	exist
beaucoup	beaucoup
d'	d'
applications	appliqu
mobiles	mobil
gérer	ger
diabète	diabet
Emmanuelle	emmanuel
répond	répond
application	appliqu
différente	différent
comme	comm
sorte	sort
calculateur	calcul
doté	dot
d'	d'
un	un
peu	peu
d'	d'
intelligence	intelligent
s'	s'
apparente	apparent
jeu	jeu
construction	construct
En	en
somme	somm
parfait	parf
compagnon	compagnon
tous	tous
jours	jour
qui	qui
terme	term
pourrait	pourr
devenir	deven
label	label
tous	tous
diabétiques	diabet
Surveillance	surveil
diagnostic	diagnostic
réseaux	réseau
câblés	câbl
WiN	win
MS	m
lève	lev
euros	euros
Fondée	fond
Orsay	orsay
près	pres
Paris	paris
WiN	win
MS	m
développe	développ
commercialise	commercialis
outils	outil
diagnostic	diagnostic
immédiat	immédiat
maintenance	mainten
aéronautique	aéronaut
dispositif	disposit
surveillance	surveil
infrastructures	infrastructur
câblées	câbl
lutter	lutt
contre	contr
vol	vol
câbles	câbl
Ainsi	ains
spin	spin
off	off
